,,,,,,,,,,,,
Параметры:,,Период отчета: 02.09.2024 - 05.05.2025,,,,,,,,,,
,,,,,,,,,,,,
Оригинатор,,,Вид сельскохозяйственной культуры,,Сорт,Заявление,Свидетельство,,,Основание,,Статус
,,,,,,,"(номер, дата выдачи, подписано)",,,"(наличие, тип основания, номер основания)",,
,,,,,ВОСТОЧНЫЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035453 от 28.12.2024 8:23:55,Свидетельство оригинатора №2024-035262 от 28.12.2024 на сорт ВОСТОЧНЫЙ,,,,Лицензия,Включен
,,,,,,,2024-035262,28.12.2024,✔,,,
,,,Лук порей,,,,,,,,,
,,,,,ТАНГО,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035517 от 09.01.2025 8:17:04,Свидетельство оригинатора №2025-000026 от 09.01.2025 на сорт ТАНГО,,,,Лицензия,Включен
,,,,,,,2025-000026,09.01.2025,✔,,,
,,,Лук репчатый,,,,,,,,,
,,,,,АМУЛЕТ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035413 от 26.12.2024 11:59:53,Свидетельство оригинатора №2024-035191 от 26.12.2024 на сорт АМУЛЕТ,,,,Лицензия,Включен
,,,,,,,2024-035191,26.12.2024,✔,,,
,,,,,ГЕЛИОС,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035445 от 28.12.2024 7:57:55,Свидетельство оригинатора №2024-035257 от 28.12.2024 на сорт ГЕЛИОС,,,,Лицензия,Включен
,,,,,,,2024-035257,28.12.2024,✔,,,
,,,,,ЗОЛЬСКИЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035415 от 26.12.2024 12:03:54,Свидетельство оригинатора №2024-035193 от 26.12.2024 на сорт ЗОЛЬСКИЙ,,,,Лицензия,Включен
,,,,,,,2024-035193,26.12.2024,✔,,,
,,,,,КАРМЕН МС,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035512 от 09.01.2025 7:55:04,Свидетельство оригинатора №2025-000021 от 09.01.2025 на сорт КАРМЕН МС,,,,Лицензия,Включен
,,,,,,,2025-000021,09.01.2025,✔,,,
,,,,,ОЛИНА,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035514 от 09.01.2025 8:05:05,Свидетельство оригинатора №2025-000023 от 09.01.2025 на сорт ОЛИНА,,,,Лицензия,Включен
,,,,,,,2025-000023,09.01.2025,✔,,,
,,,,,ШЕТАНА МС,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035519 от 09.01.2025 8:23:04,Свидетельство оригинатора №2025-000028 от 09.01.2025 на сорт ШЕТАНА МС,,,,Лицензия,Включен
,,,,,,,2025-000028,09.01.2025,✔,,,
,,,Мангольд,,,,,,,,,
,,,,,ЗЕЛЕНЫЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035510 от 09.01.2025 7:47:05,Свидетельство оригинатора №2025-000019 от 09.01.2025 на сорт ЗЕЛЕНЫЙ,,,,Лицензия,Включен
,,,,,,,2025-000019,09.01.2025,✔,,,
,,,Морковь,,,,,,,,,
,,,,,БЕРЛИКУМ РОЯЛ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035442 от 27.12.2024 12:04:47,Свидетельство оригинатора №2024-035243 от 27.12.2024 на сорт БЕРЛИКУМ РОЯЛ,,,,Лицензия,Включен
,,,,,,,2024-035243,27.12.2024,✔,,,
,,,,,ИМПЕРАТОР,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035363 от 24.12.2024 14:01:07,Свидетельство оригинатора №2024-035142 от 25.12.2024 на сорт ИМПЕРАТОР,,,,Лицензия,Включен
,,,,,,,2024-035142,25.12.2024,✔,,,
,,,,,КОРОЛЕВА ОСЕНИ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035461 от 28.12.2024 9:01:55,Свидетельство оригинатора №2024-035270 от 28.12.2024 на сорт КОРОЛЕВА ОСЕНИ,,,,Лицензия,Включен
,,,,,,,2024-035270,28.12.2024,✔,,,
,,,,,НЕЖНАЯ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035466 от 28.12.2024 9:27:55,Свидетельство оригинатора №2024-035275 от 28.12.2024 на сорт НЕЖНАЯ,,,,Лицензия,Включен
,,,,,,,2024-035275,28.12.2024,✔,,,
,,,Огурец,,,,,,,,,
,,,,,АЛТАЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035419 от 26.12.2024 12:11:53,Свидетельство оригинатора №2024-035197 от 26.12.2024 на сорт АЛТАЙ,,,,Лицензия,Включен
,,,,,,,2024-035197,26.12.2024,✔,,,
,,,,,ВЯЗНИКОВСКИЙ 37,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035443 от 27.12.2024 12:30:47,Свидетельство оригинатора №2024-035244 от 27.12.2024 на сорт ВЯЗНИКОВСКИЙ 37,,,,Лицензия,Включен
,,,,,,,2024-035244,27.12.2024,✔,,,
,,,,,ЗАСОЛОЧНЫЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035359 от 24.12.2024 9:15:07,Свидетельство оригинатора №2024-035140 от 24.12.2024 на сорт ЗАСОЛОЧНЫЙ,,,,Лицензия,Включен
,,,,,,,2024-035140,24.12.2024,✔,,,
,,,,,ЗОЗУЛЯ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000036224 от 07.03.2025 9:09:39,Свидетельство оригинатора №2025-000723 от 07.03.2025 на сорт ЗОЗУЛЯ,,,,Лицензия,Включен
,,,,,,,2025-000723,07.03.2025,✔,,,
,,,,,ЛЮБИМЧИК,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035484 от 28.12.2024 11:39:56,Свидетельство оригинатора №2025-000008 от 09.01.2025 на сорт ЛЮБИМЧИК,,,,Лицензия,Включен
,,,,,,,2025-000008,09.01.2025,✔,,,
,,,,,НОВИНКА,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035486 от 28.12.2024 11:47:56,Свидетельство оригинатора №2025-000010 от 09.01.2025 на сорт НОВИНКА,,,,Лицензия,Включен
,,,,,,,2025-000010,09.01.2025,✔,,,
,,,,,СОЛНЕЧНЫЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035488 от 28.12.2024 11:55:57,Свидетельство оригинатора №2025-000012 от 09.01.2025 на сорт СОЛНЕЧНЫЙ,,,,Лицензия,Включен
,,,,,,,2025-000012,09.01.2025,✔,,,
,,,,,СТЕПНОЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035489 от 28.12.2024 12:03:56,Свидетельство оригинатора №2025-000013 от 09.01.2025 на сорт СТЕПНОЙ,,,,Лицензия,Включен
,,,,,,,2025-000013,09.01.2025,✔,,,
,,,Пастернак,,,,,,,,,
,,,,,КРУГЛЫЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035462 от 28.12.2024 9:09:55,Свидетельство оригинатора №2024-035271 от 28.12.2024 на сорт КРУГЛЫЙ,,,,Лицензия,Включен
,,,,,,,2024-035271,28.12.2024,✔,,,
,,,Патиссон,,,,,,,,,
,,,,,БЕЛЫЕ 13,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035451 от 28.12.2024 8:15:56,Свидетельство оригинатора №2024-035260 от 28.12.2024 на сорт БЕЛЫЕ 13,,,,Лицензия,Включен
,,,,,,,2024-035260,28.12.2024,✔,,,
,,,Перец острый,,,,,,,,,
,,,,,ТУЛЬСКИЙ,Заявление о регистрации оригинатора сорта или гибрида сельскохозяйственного растения 000035472 от 28.12.2024 9:47:55,Свидетельство оригинатора №2024-035281 от 28.12.2024 на сорт ТУЛЬСКИЙ,,,,Лицензия,Включен
